feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,label
0.013789970131793394,0.4290947716366056,0.27426237622257554,0.26631990873905786,0.4593287797378448,0.1981354898028571,0.6211224677569643,0.6843734036311734,0
0.18202333353812883,0.5386326639391714,0.8921933880969709,0.10087083110537753,0.169695830212093,0.7186960637619622,0.6021929042426963,0.30947372655589045,0
0.3050581984544347,0.8465554979779345,0.030474749166044535,0.15536093036659893,0.19850520822508655,0.17879232803309475,0.3813491659730942,0.6248359504148261,1
0.510311412878813,0.802090264889633,0.050181371522090346,0.6753791462123918,0.32219223782943907,0.18160368553711848,0.49015067629217546,0.6620996217851727,1
0.06340961584183025,0.5943916408158616,0.6660018140260623,0.017395088750928656,0.5886756280336211,0.15433140358112918,0.41661191772869965,0.23957702146360083,1
0.911293368155533,0.14987218367160904,0.07719998548799434,0.8831413178670636,0.871005142267978,0.21079149887560045,0.06976988186614719,0.6465055420463975,1
0.8537930703102029,0.9661863386249963,0.8582324671616153,0.9903780755604829,0.8199878511828832,0.9863837595400544,0.8190309376703621,0.9343808006097155,0
0.30713257458738286,0.2368291817720921,0.9846402902951076,0.7287076109859303,0.4986794786522506,0.7373497019209698,0.568028688418501,0.5547961049017037,1
0.41647932579832225,0.9942160599792569,0.5040320737674159,0.8615405061793991,0.38220695320498976,0.8455659883342891,0.562161401968513,0.6540259499268155,1
0.23940424640840807,0.8052164043378603,0.2645080420983412,0.6564123109441049,0.3369645505513701,0.7735141985105431,0.769659127868723,0.23157025712210344,1
0.6270408912156151,0.23563770128242822,0.5171883122322561,0.9717788365970557,0.2336115622453253,0.005114690920137943,0.9238487493422396,0.26504529646321473,0
0.3185033213213698,0.45359615440921375,0.5827974148014194,0.7166832056226957,0.8217559124256311,0.8882224101876459,0.1681816768005424,0.8226391439563648,1
0.7790881708756944,0.9430621728798929,0.2728741165235119,0.401734792459003,0.12646462393040836,0.9616368523293114,0.6909121820858876,0.8724561644451531,1
0.33672610973646655,0.8278938680194661,0.7724836479377851,0.7232486242523348,0.5937748262678656,0.9262483162266467,0.9134175884633196,0.8056534398972567,0
0.4985613345194634,0.8939169926315684,0.15006195794234,0.32835188897580403,0.7432253209273708,0.72628966029734,0.4756317364334679,0.8237607606408357,1
0.8352495607221873,0.1829007179380996,0.29126341085339535,0.1663883926263715,0.2298812671922481,0.43790016885629524,0.7561892056090764,0.7759679187049681,1
0.9292137397784072,0.6629144213164803,0.7310198081734748,0.5200004362076147,0.15557566285591207,0.37854966395446477,0.15062869812392976,0.9332662774906998,0
0.6838479007515061,0.619799371106434,0.6868459186028095,0.7411612408501048,0.0375722020297784,0.4264703182562062,0.5995442352645788,0.5767204693967959,0
0.3462803078092149,0.6469440672313452,0.9204461337278405,0.0985240515142034,0.554836728939871,0.5886756414953849,0.9052600877703603,0.9445314496418465,0
0.9974590290926028,0.29257444937600385,0.5577221401546281,0.839393519261415,0.4598290089736512,0.385390464786289,0.6720856899922927,0.7323570376282493,1
0.06813167575989565,0.7080963831372986,0.9614763032623967,0.4113173250899925,0.4542542003156742,0.4511079057626721,0.5197691816119744,0.35151458826173887,0
0.5380876892087902,0.654222415723266,0.10086531211909411,0.777957656377168,0.8464525647122464,0.09113369925561166,0.10955827443835953,0.24696665568668985,1
0.3858581922930887,0.4544948033616323,0.515736548717636,0.775892234893306,0.7863503527521174,0.5620059384472958,0.43881410393752274,0.9034464733618521,1
0.9461917375798345,0.9111764223936663,0.2725326823902865,0.8298264332442646,0.26170538183848524,0.4660536407107537,0.643556357114969,0.6047363563817256,1
0.7962268470028384,0.18578866237920721,0.27922892166140456,0.17390893173907362,0.4890872585244451,0.2125395292817468,0.7263827617691541,0.4605427424137787,1
0.861425153476002,0.37594259136153485,0.716210912397262,0.3984253357495775,0.9484273022906562,0.7099181090758997,0.20180840225354935,0.13264808042688858,0
0.024028343565135835,0.5669354729138602,0.5137156791884312,0.9812146839608108,0.8673945289541916,0.18034727751210122,0.8913919088447169,0.4086111465826462,0
0.37801851346195336,0.196539960548068,0.40147102619114694,0.22460044931035306,0.8765683085895728,0.833299494199301,0.9849270011900801,0.962146600270799,0
0.052272543560248685,0.79263384512439,0.8616849209750642,0.7173975292918321,0.12149269840197896,0.10856251089299784,0.44152215916879245,0.7351596327630171,0
0.219535774386301,0.22425547390973533,0.985343854043574,0.22849239337169203,0.8221021856841073,0.9703320980210748,0.4016229041412589,0.5912293952212874,1
0.539961776251302,0.5982887768359539,0.6107239653091039,0.7384516233109851,0.629538655052187,0.8096120022481137,0.8359430051403216,0.3600569360093506,0
0.15210363319883535,0.9239334559546445,0.7793825763406768,0.6747601362002049,0.21088910092498847,0.9136327507901674,0.4920811362675712,0.6622204653597051,1
0.4110298440705059,0.6752286760832963,0.19615547303707026,0.8581740673490219,0.26739144647603197,0.5596554318154799,0.12971172158509436,0.7082089665896478,0
0.05514052040400563,0.15646180264375176,0.24850302395074164,0.377040931147016,0.310316326930146,0.7729854821239993,0.024361459605328983,0.5296376559674812,0
0.6019549125663739,0.9695585933074878,0.8499844160511759,0.6312792169175224,0.7725408469047765,0.22936822829302905,0.01629475147101711,0.3113065568253147,1
0.9123599565967432,0.7451027184747525,0.05862922367738743,0.2716977796114023,0.10953514452665958,0.6961557428839218,0.7436997171798136,0.2571671080898038,1
0.935343737363969,0.9247109119860878,0.15942424897978524,0.07787616618288484,0.38781906952371914,0.43450043648082637,0.04213318782659603,0.8535914720533595,1
0.8797581000199122,0.9245954904010616,0.772933257550503,0.33710534088159105,0.16983521469221186,0.9761940306835291,0.9084929102769651,0.5511915667941555,0
0.9512574511204236,0.020289051032948202,0.7763489581735326,0.37413655995227946,0.4251983210496474,0.15313835636918294,0.9183624702674457,0.7446057793094855,0
0.3786886568761323,0.5526074235346595,0.7597739051873998,0.9224394744986406,0.05435553288909922,0.3509131534700004,0.5113699800696763,0.9750693226615356,1
0.6569196589039044,0.7435122319799906,0.15057098407352998,0.4680482607677189,0.9362882120353172,0.9635032539060946,0.5275070443705888,0.10819539494548269,1
0.4965090290215425,0.3576260848962999,0.7467052452222898,0.239550772776277,0.9979659469638816,0.3106885285254266,0.03623862590465188,0.9997058226355339,1
0.054569766347089654,0.42357325873802254,0.16761907393584674,0.0732329807064448,0.8246815050306222,0.7939596392263781,0.4965028264961825,0.4939271250572027,0
0.695473203747871,0.6674491266681636,0.9716748221742314,0.43834995536482735,0.95890063918909,0.7213615290870931,0.020084684454133694,0.20343577414103875,1
0.9802465292843644,0.05264635190641331,0.5710796043470943,0.9646527552884008,0.2778915741215363,0.5038864406631693,0.053690288745402936,0.25230484006130816,1
0.44415785921411577,0.40627154232844853,0.5701046622711722,0.42137038303073127,0.5050885742064463,0.30122939904659063,0.667937523802437,0.40067372854836436,1
0.9267580749414434,0.8297044083804413,0.29208622379624705,0.9926682599911744,0.4870778378255465,0.149163619886174,0.7212150967611841,0.6189733920222783,1
0.47028145790972975,0.3070170556674896,0.6199358999047258,0.53582654978628,0.16139202539922926,0.9665885699187483,0.2577702344485501,0.45243807353902543,0
0.5808641561700165,0.12411369832322738,0.3963117419747282,0.19835969426239008,0.41147621304488,0.8426376352703546,0.6336974275378804,0.4623248087585152,0
0.8472222077445959,0.0438114172714944,0.48036567580415845,0.6915775895040764,0.4825830921457661,0.9453288669615323,0.8900128625771234,0.6335717536056049,1
0.1044985173858578,0.5260996888497786,0.7415007361649583,0.6565044623632237,0.4334374307526321,0.754572289363895,0.4898294306671266,0.6820634969498732,0
0.8105954011912012,0.8951572732448116,0.6682710630602955,0.849761536982072,0.5604250074850174,0.9149189515561464,0.8776863285364853,0.4769098361359423,0
0.456114390274341,0.8823349341066583,0.7605958665068976,0.5898296647885228,0.27306830711215035,0.12646537982331751,0.6966471745949941,0.31075652912845764,1
0.1883161677817986,0.7245145317067705,0.9868983991008085,0.4445118114520612,0.619748355019444,0.14433868961595997,0.24052501845989727,0.6182774633040076,1
0.07250020105432786,0.36980216231301444,0.583909395386847,0.7344450641724365,0.6300469131966401,0.5328897572075483,0.6126773701031135,0.7899454712165801,1
0.813320889552867,0.0717466048460178,0.4753854574795189,0.23243821530211384,0.12388323498587295,0.00573120209605682,0.057298632577350794,0.45556112880206534,1
0.04823433385821374,0.9892275329816883,0.33209193647887325,0.4878258579872361,0.8745741886106118,0.7484741931488951,0.39216226162819623,0.6909072235405235,1
0.830421282499625,0.055306549420909734,0.004108660353617455,0.6529895787913071,0.5287753093978578,0.462601561553325,0.7497104077697277,0.5096502159072166,1
0.5499669150489451,0.842966424139952,0.707219783838203,0.6978285300019899,0.7047176464606326,0.8765749575744376,0.9546783178337982,0.9246705470219987,1
0.45100830349928545,0.06899099865602798,0.33089317436399546,0.48786642025080396,0.288145718123445,0.6963162029695689,0.6929048772494494,0.21751170915718898,0
0.9428422659162085,0.3039735172866891,0.36814313673225474,0.9096875945727979,0.8446013435388577,0.30070874007589254,0.7799488459119027,0.3278221191103625,0
0.7656393488378028,0.559553544835679,0.8633828003610258,0.8699110044951355,0.007433737453993117,0.2524065675230024,0.6620338039504994,0.4004779157501629,0
0.1723486728792647,0.8713499071520159,0.9772137782197702,0.2643908663841297,0.8832361265051087,0.5204456063276999,0.030251952995408726,0.3852914660186326,1
0.25618996029151186,0.8402298633222447,0.31040415259456544,0.9501188435820062,0.5501189901287701,0.7390533189670744,0.8012853078225644,0.3463275909918889,1
0.9762551224942827,0.4045747152392313,0.21241969178257747,0.6005297577521964,0.286401701773484,0.6527514776828384,0.99461087075065,0.32600002038199427,0
0.5468788244829361,0.2906639727615419,0.28609756935063657,0.7020696864045302,0.05821395505136351,0.153057458619706,0.0013159766422812247,0.38439630284582327,1
0.049873627903278206,0.2730858449121806,0.8108118389610146,0.9483885772145346,0.5588309469351265,0.005541491506339313,0.17007636647638968,0.9711349889242131,0
0.40197929682042877,0.6328718858219454,0.12714808062302274,0.05446067008935929,0.16469291033933997,0.0037616128498394463,0.1872701723864999,0.06709821291529072,0
0.7132498122144127,0.24175071852973573,0.6802976027355693,0.5553537248308328,0.6327419353973155,0.7899899016087394,0.9837631382989772,0.30412806562044203,1
0.2586441945237241,0.48308551454147997,0.9936822797937351,0.1862501891560664,0.9527175517062408,0.2746630194811208,0.9034069221245884,0.0728455491907315,1
0.3242964958830592,0.3902699257144986,0.8003332085252484,0.07623917058953011,0.7904461358031373,0.016410897123136814,0.5432328545025751,0.7254559767252637,0
0.5901971431679693,0.6748531083044381,0.7003150540688037,0.031078651180682204,0.01317063500449589,0.06804106954848577,0.17040742408742593,0.2897266357340015,1
0.49533240238197895,0.37951361991622623,0.8970350962800239,0.9789743792564221,0.2386105085638821,0.8618381089442687,0.7156044744725433,0.7742444726916495,1
0.9316425971495939,0.011414885079621406,0.9382906661131735,0.03685272897336789,0.5136338500148705,0.11666597997857686,0.28826438331832527,0.6454419339823696,0
0.5566800160653606,0.7958369325880846,0.09987715680642362,0.7889492569397536,0.5475265775495175,0.7714928459575268,0.8499912970742808,0.5748958546039837,0
0.7479585027313265,0.7715265782876197,0.05120791584734563,0.35878350235960355,0.41132698633894327,0.8254000323649884,0.13811342809668092,0.9366382077470844,1
0.7957934372258749,0.623158407883998,0.8539943936399168,0.4461723897291169,0.8087815647658381,0.1060518752733125,0.5703207174105622,0.9806530165996843,0
0.8901553590850854,0.8943065318533715,0.38370400448036235,0.7522206289707741,0.03094791174770073,0.7491104658022048,0.8648719504173117,0.9709513775961239,1
0.8301218106874636,0.27095705165212003,0.7001791081291237,0.842043593672078,0.8787689279052209,0.49670144329582777,0.3089497583947951,0.3067653926953763,0
0.3710525633487407,0.19703112525477828,0.8098417489481119,0.06267788090962256,0.5034259174645728,0.6830596356358734,0.9077553728796551,0.1433164761260749,1
0.7498497038915638,0.004502760033167519,0.43795950847223064,0.6325627106113236,0.8499771729973954,0.3939719182935725,0.1445304553086787,0.4497993538999615,0
0.16158488174865593,0.05067024157925437,0.07564987476876894,0.4241764930108114,0.4468382729254573,0.33065033267374455,0.28953272508915673,0.22960845106953542,0
0.6299624692540003,0.6810206325475674,0.7901044945693076,0.7608619476098953,0.6502542705406327,0.796433930735047,0.9164428306203414,0.9013316135190571,1
0.6815391641614912,0.30053493758948524,0.6056567180346807,0.19039771042884124,0.18389682191685786,0.39766456256553495,0.4488007478877556,0.9763621115234085,1
0.6739860290509038,0.7761066709875446,0.867919005867802,0.5242879185743423,0.5763065635331934,0.49091151346906947,0.6431076141958333,0.6103503215050518,1
0.797949103388144,0.5464595667081363,0.6404722626869989,0.5243228863761199,0.16865304730155184,0.5661475906877812,0.08116010527221817,0.6517263823077204,1
0.6817580672748587,0.09761776864370908,0.1612567605213876,0.294554661163266,0.9996874950983845,0.7927385031832075,0.8571418915837736,0.9927506595577533,0
0.6755590144411777,0.015900100689392294,0.47581241608600233,0.8091818228994583,0.7205203903938745,0.2190335531820643,0.7496817544957117,0.36252453731861023,1
0.5357267676589499,0.6950225046999866,0.6158795576308782,0.6866272440049997,0.9557074296648436,0.8681711944813555,0.90686149579936,0.3364696791936518,1
0.9770513028248076,0.4141876794615017,0.32693291342918795,0.9131412919749888,0.3146050491144423,0.3913192407042815,0.5119191021546167,0.2895664929322975,0
0.4351810816697699,0.054534468705639494,0.11342873258812691,0.2739705360635234,0.2909249026507772,0.42275248554143396,0.10785522449521989,0.48603462717573687,0
0.43159663101184054,0.6859091838570005,0.9883810218319751,0.8996363172563465,0.31083901075103526,0.2744792514671106,0.9256588712007029,0.27227330138523553,1
0.6085792712141238,0.2864906808952027,0.3088935787200555,0.36924796183582353,0.24707742035485236,0.2749824493304901,0.7489191802680413,0.8695581324069923,1
0.7343602566841714,0.9119634947405262,0.311623556998307,0.8886457250361864,0.9195869461355158,0.26515956419151776,0.4306326935635849,0.2490797791691013,1
0.3807874466136628,0.7635904630808694,0.5531298522968019,0.4449437334398947,0.4571746109670771,0.20393161862624287,0.7168929599175868,0.673450321731412,0
0.7928953678169955,0.41885480498270955,0.31626642090531,0.052877107225494546,0.8177902980391721,0.3643531128362726,0.35882767491056655,0.9011809898904715,0
0.7819623382308212,0.4669822277557235,0.2775678715228581,0.6255952967559174,0.3132159931495112,0.8563670334523592,0.5285040814133517,0.9991215402663297,0
0.05638026695130438,0.3938635681779402,0.9977989169911623,0.52578768371931,0.8342814259278789,0.11117151639082135,0.6482177501407949,0.1940561676788084,0
0.9308459132772048,0.5545434271418089,0.49047883638495104,0.9846754217453431,0.6790470225289227,0.28594096717343354,0.4325305436135283,0.8874364781339656,0
0.6152904447355466,0.2655459992664698,0.7783563733903398,0.8300414236918855,0.4936309135127964,0.5675403677300992,0.4504364080676816,0.45830299165249067,0
0.6262724878196925,0.40416534543330385,0.931587954202969,0.41135183455058666,0.29236540173604275,0.7510522334453361,0.7111445667236279,0.4093957935076029,0
0.5780052183785428,0.5671010437541621,0.3715205323103228,0.8994795856465136,0.5602441440091986,0.8014314973241801,0.6849770806553259,0.9337904710091446,1
0.9498414602669738,0.13733194770689983,0.8670504415356846,0.3275620037302255,0.5996107449421443,0.693999905753443,0.05560071088627161,0.7082228370108904,0
0.01347993594695096,0.2095756274630085,0.8997992241007549,0.09178752222426478,0.9781037617466503,0.1955273917369924,0.11638731443060857,0.2959530015538593,1
0.8144959005281568,0.9825909446891431,0.49435420640280314,0.5757680368098121,0.3720055530204148,0.21183660409074456,0.487933908075755,0.5214901491051759,1
0.742357448456889,0.25620687517549245,0.5664448069152757,0.6679179779486661,0.029455213534546054,0.5516235829509284,0.9588622898764833,0.10193525995660024,0
0.6773726178860899,0.36174909258593835,0.9696358086557241,0.4271764554608499,0.2954255948281508,0.3106321911499852,0.3411065135496968,0.370648105342426,0
0.40534520292293874,0.3537818691655201,0.5651959701633797,0.09171067936901178,0.713339985706158,0.4499649357946024,0.49266831189161897,0.43893268877836344,0
0.710504329725988,0.451089211781845,0.539921763128077,0.7152841234879584,0.5548076899524558,0.16286279091721811,0.6401015774730773,0.9210753405830214,0
0.3027210008967217,0.7629882050276287,0.1500133497421028,0.8790584072919337,0.9912367480405001,0.7797576626788931,0.6512940973157786,0.37666216951991827,0
0.15563863505348707,0.6203339084892826,0.598096763245048,0.5667555600821755,0.5746801601080224,0.8995209787973375,0.20465297167203356,0.5441167252128195,0
0.2999989697941329,0.09640362596427376,0.4262302036505392,0.2192595711713905,0.30144192371640743,0.5496680592731946,0.5907178615111264,0.16303898849857146,0
0.7718241049252658,0.6180331631533159,0.5922637388767615,0.8535129514822579,0.6981741309756787,0.8600771832290117,0.6517704142210645,0.3162842767153893,0
0.5832808385039043,0.6918309117411383,0.2012060530282601,0.5289903044355978,0.2907407038083176,0.24199402651803548,0.9194912170840318,0.4083052881505137,0
0.4075122247246241,0.08849682237821144,0.7448556305736301,0.2898404954532363,0.6169005682923187,0.4767185918013248,0.5855478217505924,0.27454966946127324,0
0.1229765330680832,0.6058457744128787,0.28656253938514564,0.0952416606227906,0.3446546364668882,0.3577396327939125,0.4875318164260678,0.19535189382690366,1
0.9227745227057537,0.08078148960563403,0.5451167806619286,0.14718310582114547,0.6653012640602839,0.47356193565632376,0.7817631365522872,0.8447807685821485,1
0.70026194819311,0.9116038873359136,0.15868381960036504,0.8052738402799159,0.9423674477482774,0.16594765655994903,0.7958064088590358,0.8255925970447799,1
0.33783257765701813,0.6195369180508301,0.4074854136966988,0.8869189898778517,0.8267598052905967,0.8860060284109709,0.6008657454573805,0.8906737883385939,0
0.20755834982835963,0.6049658380363816,0.41987244277396385,0.6417568517005935,0.9284021721206288,0.3538070051927259,0.6858211278325772,0.8515505434641731,0
0.941009133270661,0.3333370973703732,0.46026894320123635,0.07388487362090002,0.2385628544197369,0.075064358350728,0.24998107040754192,0.038652766487132006,1
0.6767351299667582,0.7148588242618029,0.6425397256068903,0.7330572034086639,0.5887995260390496,0.288325984864518,0.4030284424248395,0.8843797047845814,1
0.6970979656662538,0.7831699779010678,0.22429768891808788,0.3002357165699744,0.44661733526003,0.6140145997584182,0.4629877563852044,0.4994984507553555,1
0.7925776762209843,0.1581999537455192,0.696520878271963,0.173185772848775,0.17645070899551096,0.6800790557436968,0.5610184488249418,0.4321743605845402,0
0.021719317852061604,0.1998095841012616,0.6075988650347383,0.7142324996871292,0.17552696498658582,0.34072131217838053,0.8308755893573698,0.2127464604254775,1
0.12604749153464212,0.7190970842305144,0.03744090983057047,0.6622464611339789,0.4930247954305196,0.638342788406571,0.8445044480861972,0.041696791097244446,1
0.9886686797884894,0.03668960602578197,0.47897545842736255,0.8984826404904553,0.8158936254070231,0.004840150075686944,0.8249917293749267,0.22999126801663528,0
0.6754985697307714,0.029689937256433208,0.9103562494570909,0.5838190389873267,0.4526797629213406,0.00860405659280783,0.3309486294196664,0.6709326347996925,1
0.012690113254183344,0.3472151224920774,0.22167252526936465,0.6031375682752855,0.280899534717041,0.2682572185197344,0.6149031994641962,0.17085079135297454,0
0.0401979752676217,0.4921186267541714,0.7818446913788837,0.5741981055711588,0.09863526605975947,0.7267741941672589,0.6999350666799642,0.46255862663425173,1
0.4209808793390828,0.08005998737658826,0.6043118437007652,0.39385032933053465,0.8458492700795441,0.3007577091920097,0.11541761778234605,0.09265841958551513,1
0.14623016554741852,0.632383533179717,0.12848218283186918,0.396531812641265,0.660215247519645,0.6220457470805694,0.6965253082900388,0.5056497617781683,1
0.6305513330247816,0.9792254646885222,0.6921324185730265,0.905168808334265,0.7851156302761616,0.7658761928446167,0.23334926874272166,0.997900429891176,1
0.32758812043632735,0.0769841376378323,0.8025074577859471,0.14857777809099293,0.3585605525657499,0.3619131517894505,0.000617167219921444,0.8908339839102348,1
0.278156150847383,0.9486213105816524,0.013654996902009775,0.07453803517510249,0.8225429833552155,0.5353598565794687,0.07160612662251775,0.6945813714107862,0
0.5923481988401275,0.6048676881562122,0.1840734475036232,0.3378334986873298,0.4218139510621939,0.786641354928782,0.17545368954731577,0.2217943986667702,0
0.8638274637328669,0.7167050916163801,0.01897653793557852,0.7966498577970641,0.7604417579349246,0.9762062438122604,0.6811780148675782,0.8426226936442632,1
0.7115418485441926,0.3490179496829845,0.18432968651022286,0.14729867854815093,0.5700066994313326,0.9723049359319658,0.2556438657069626,0.6386017257374543,0
0.401381974857108,0.5570594131849657,0.3267595815582759,0.25328517497412284,0.3505598127251701,0.2821949332241228,0.5994158830004584,0.5907747666512874,0
0.6619705681632885,0.9674387682212472,0.5064043838592458,0.6727067429543377,0.9974497486295518,0.4115873988579347,0.564708628627034,0.5260250153634626,1
0.7718427189012204,0.7016186653351251,0.24369044351572566,0.08712892490654978,0.9881275648298872,0.9089139283891479,0.4074412272553041,0.5745157036737122,1
0.8368857112190856,0.8080841380391459,0.3565438897930633,0.6165347409750168,0.35445409858463195,0.46834088899877035,0.6424048850534435,0.3773735021045129,1
0.43602671649551494,0.7959877038210884,0.21144237512285113,0.9028776741713387,0.40870439101095923,0.7703498444171509,0.65472691356435,0.14895831198543064,1
0.34881960702078496,0.3392112768661244,0.8490685070070597,0.4244633899676782,0.9608822470706211,0.441286340427685,0.032681734064390344,0.4644493092963089,1
0.9750163595822482,0.6876255484086333,0.3979000107443651,0.9610892205037002,0.22076203731960364,0.3971954042920438,0.31487114749820766,0.02398703452122064,1
0.25402770135176456,0.8564306307720613,0.5089423011893223,0.5325576247020344,0.8520268589804013,0.21142777172720129,0.40535203430102795,0.05830944939837235,0
0.09015301084703731,0.3462318440822948,0.13876181368118923,0.5021700662282929,0.07656854299671978,0.13404577096688486,0.5768266203106178,0.06906840888959831,1
0.5253856964017614,0.19855468757539607,0.5300573705587054,0.582027090256827,0.6488913746185062,0.6495324795631413,0.47192591665710937,0.43500275688605994,0
0.26380413611908293,0.7121161921473902,0.4436812316756543,0.20854098551007805,0.8362505314672037,0.3508443844720155,0.35110833155549726,0.9536850515761154,0
0.03266318481615249,0.35413084580736587,0.21485768851647524,0.7716760432293504,0.3730060453516959,0.21474899363187205,0.4462334389907344,0.38417113090511734,0
0.19298517294586082,0.6673368855821376,0.1525564948352084,0.26160656192134923,0.9340949098777284,0.09369553057194913,0.6182577284754561,0.11791973341073092,0
0.48195564709768624,0.676724945921254,0.002562382787256179,0.637129881448638,0.43179709517342413,0.10924337232185322,0.5751490324535941,0.5088590715086821,0
0.79187099477889,0.15274961569642953,0.20646940313524487,0.6164766298198491,0.49616856978075463,0.31579308183217136,0.020138667575947733,0.0295098407593003,1
0.8839316055963813,0.6566807095536267,0.9642542533736075,0.6512479091880917,0.9822594398826332,0.7852901940909993,0.41762695062860467,0.05147538700823995,0
0.5232807531011893,0.5337968089584839,0.31671063689330126,0.6504593234177417,0.12707217832054818,0.6760382464303175,0.6567326827223505,0.10943799752367178,1
0.23696009374562843,0.6411045056875938,0.638558023635869,0.9871367650921025,0.10543030844175083,0.29639386582125793,0.38980320692215076,0.864045286430684,1
0.6120145652875184,0.9520847857574197,0.15485536055656335,0.27632675468242984,0.30542665217158094,0.9845001400148525,0.1438711951733841,0.4634209292819841,1
0.832178019808522,0.4960211362458704,0.7699348478155179,0.5079042456535212,0.30594757900347025,0.4628183710216537,0.6916664888841442,0.528435865876907,1
0.27520545317538336,0.24029710894581902,0.5915490482395076,0.0858517205249062,0.9059041337818918,0.11336331210870998,0.8108490268582782,0.28833407764291974,0
0.5546385314814852,0.9144073272037064,0.0686722428077634,0.9936327549472866,0.004736429288328292,0.18083936069504436,0.36365786532532685,0.38847043477183374,1
0.01354014097569367,0.49713904952661647,0.20565523503247862,0.20295606835831603,0.37613589024891536,0.0013831121622405185,0.5237679716950256,0.8911494198672004,0
0.9390314753337324,0.3777859863477625,0.5311874940727799,0.5754424002900543,0.26993870588723157,0.8944457274113967,0.3091426197954267,0.6541812922858243,1
0.39370053826784923,0.4355552764027464,0.16933128947500875,0.25175969593869385,0.24310242090783085,0.9234932016371366,0.7618927237689567,0.5513575462869357,1
0.5705312338272279,0.27778429450796005,0.3292847078106933,0.10600524711243609,0.4130829911916464,0.3558605249423493,0.07294732336334864,0.5742552249669307,0
0.829098307962231,0.45108527010884325,0.2881568329177816,0.47435722220577303,0.4046480549590771,0.15938693755926958,0.1349674734769386,0.05852888781031007,1
0.4624271372199682,0.2714533018873865,0.3084218875556679,0.8412101326662677,0.16291598967880594,0.07405867080445161,0.21499423671393159,0.2957224803962387,1
0.7452332241521639,0.22231342136730892,0.44007652294793176,0.3068469161232673,0.19075182819300107,0.14441821881608952,0.9819247305343556,0.8645685559467738,0
0.7057367557896999,0.9290728285412219,0.859776984641916,0.6732420622626191,0.5145395724691095,0.30181510505835074,0.7288501503242311,0.862248334524321,0
0.25291861103214264,0.7408752196187333,0.2726383924452451,0.6867590401052253,0.07444439035608963,0.8439581158218002,0.346410441601692,0.34952220280202884,1
0.5337252855205907,0.4339562507446453,0.8298605317187089,0.6940401399984549,0.7764425539608012,0.26340412386345236,0.4674338327281198,0.1880883554722953,0
0.6080836185791682,0.8160402854572791,0.17878654476537903,0.6779735620258914,0.2771422558744232,0.47985241332488493,0.5045773506805423,0.43165999596560745,0
0.0006898358477493982,0.18859668105610083,0.02247003286462501,0.9438496014400206,0.796875754124315,0.3926003954150794,0.6068634702519772,0.5020748361677223,1
0.8944730678155517,0.8443694529423532,0.21638424407092782,0.3869732609310391,0.7210767687867429,0.596143744566914,0.004001044432594525,0.33986022566165996,1
